,Unnamed: 0,count,date,total_stories,ratio,query,query_name
1,1,123,2013-02-01 00:00:00,1114118,0.0001104012321854,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
2,2,131,2013-03-01 00:00:00,2122793,6.171115129925528e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
3,3,220,2013-04-01 00:00:00,2849652,7.72024092766415e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
4,4,283,2013-05-01 00:00:00,4499184,6.290029480901426e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
5,5,372,2013-06-01 00:00:00,5528896,6.72828716619014e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
6,6,306,2013-07-01 00:00:00,5722439,5.34737023845951e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
7,7,269,2013-08-01 00:00:00,5335503,5.041698973836206e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
8,8,185,2013-09-01 00:00:00,4895721,3.7788101078472406e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
9,9,211,2013-10-01 00:00:00,5753197,3.667526072894775e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
10,10,234,2013-11-01 00:00:00,5731629,4.082608975563492e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
11,11,234,2013-12-01 00:00:00,5318966,4.399351302489995e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
12,12,210,2014-01-01 00:00:00,5264713,3.988821422934166e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
13,13,247,2014-02-01 00:00:00,5067546,4.874154077733088e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
14,14,364,2014-03-01 00:00:00,5585409,6.516980224724814e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
15,15,328,2014-04-01 00:00:00,5678831,5.775836611443447e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
16,16,279,2014-05-01 00:00:00,5614724,4.969077732048806e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
17,17,227,2014-06-01 00:00:00,5545022,4.093761936381857e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
18,18,278,2014-07-01 00:00:00,5984708,4.645172329209713e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
19,19,352,2014-08-01 00:00:00,5908826,5.957190142339612e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
20,20,254,2014-09-01 00:00:00,5866829,4.3294256573695947e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
21,21,335,2014-10-01 00:00:00,5792903,5.782938191783981e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
22,22,224,2014-11-01 00:00:00,5314544,4.214848912719511e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
23,23,205,2014-12-01 00:00:00,5260195,3.897193925320259e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
24,24,259,2015-01-01 00:00:00,5507816,4.7024083593206456e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
25,25,276,2015-02-01 00:00:00,5244516,5.262640060589004e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
26,26,259,2015-03-01 00:00:00,5782512,4.479022265755782e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
27,27,293,2015-04-01 00:00:00,5512932,5.31477623885076e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
28,28,214,2015-05-01 00:00:00,5522993,3.874710686759878e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
29,29,267,2015-06-01 00:00:00,5613949,4.7560104304474446e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
30,30,265,2015-07-01 00:00:00,5487580,4.829086774133589e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
31,31,268,2015-08-01 00:00:00,5377132,4.984069574635698e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
32,32,187,2015-09-01 00:00:00,5816241,3.21513499870449e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
33,33,214,2015-10-01 00:00:00,5957769,3.591948596865706e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
34,34,242,2015-11-01 00:00:00,5711112,4.237353426092852e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
35,35,201,2015-12-01 00:00:00,5747715,3.497041867942304e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
36,36,351,2016-01-01 00:00:00,6188008,5.672261574322464e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
37,37,294,2016-02-01 00:00:00,6112209,4.810044944470976e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
38,38,245,2016-03-01 00:00:00,6599467,3.7124210182428366e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
39,39,331,2016-04-01 00:00:00,6364547,5.200684353497586e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
40,40,358,2016-05-01 00:00:00,6568848,5.449966265013287e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
41,41,308,2016-06-01 00:00:00,6564926,4.691598960902225e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
42,42,349,2016-07-01 00:00:00,6605289,5.283644667175047e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
43,43,336,2016-08-01 00:00:00,7134547,4.709479102177055e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
44,44,424,2016-09-01 00:00:00,7195794,5.892330992243525e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
45,45,577,2016-10-01 00:00:00,7537019,7.655546576172887e-05,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
46,46,4083,2016-11-01 00:00:00,7404767,0.0005514015498394,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
47,47,4156,2016-12-01 00:00:00,7097225,0.000585580984117,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
48,48,2714,2017-01-01 00:00:00,7915149,0.000342886785833,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
49,49,3174,2017-02-01 00:00:00,7523352,0.0004218864144599,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
50,50,2811,2017-03-01 00:00:00,8498023,0.0003307828185449,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
51,51,3339,2017-04-01 00:00:00,8240161,0.0004052105292602,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
52,52,2692,2017-05-01 00:00:00,9059893,0.0002971337520211,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
53,53,2341,2017-06-01 00:00:00,8194941,0.0002856640456593,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
54,54,2228,2017-07-01 00:00:00,8280850,0.0002690545052742,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
55,55,2352,2017-08-01 00:00:00,8816858,0.0002667616967404,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
56,56,3457,2017-09-01 00:00:00,8622102,0.0004009463121637,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
57,57,5609,2017-10-01 00:00:00,8922862,0.0006286099684159,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
58,58,4465,2017-11-01 00:00:00,9789734,0.0004560900224663,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
59,59,3960,2017-12-01 00:00:00,12374183,0.0003200211278595,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
60,60,6095,2018-01-01 00:00:00,13519766,0.0004508214121457,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
61,61,6532,2018-02-01 00:00:00,12367562,0.000528155832168,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
62,62,7885,2018-03-01 00:00:00,13660735,0.000577201739145,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
63,63,7670,2018-04-01 00:00:00,13316068,0.0005759958570352,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
64,64,4921,2018-05-01 00:00:00,14018000,0.0003510486517334,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
65,65,3901,2018-06-01 00:00:00,13189699,0.0002957611087258,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
66,66,6227,2018-07-01 00:00:00,13618482,0.000457246262836,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
67,67,9191,2018-08-01 00:00:00,12754231,0.0007206236110981,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
68,68,6066,2018-09-01 00:00:00,12148544,0.0004993190953582,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
69,69,6308,2018-10-01 00:00:00,13479224,0.0004679794623191,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
70,70,6661,2018-11-01 00:00:00,12989011,0.000512818104473,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
71,71,5997,2018-12-01 00:00:00,10302556,0.000582088561324,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
72,72,4748,2019-01-01 00:00:00,12364871,0.0003839910663038,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
73,73,5691,2019-02-01 00:00:00,11238601,0.0005063797531383,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
74,74,8457,2019-03-01 00:00:00,12879965,0.0006566011631242,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
75,75,7056,2019-04-01 00:00:00,13169061,0.0005358012997282,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
76,76,7791,2019-05-01 00:00:00,14724214,0.0005291284139173,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
77,77,6632,2019-06-01 00:00:00,14025116,0.0004728659641745,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
78,78,5473,2019-07-01 00:00:00,14367534,0.0003809282789934,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
79,79,5070,2019-08-01 00:00:00,12929158,0.0003921369048162,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
80,80,4771,2019-09-01 00:00:00,12972258,0.000367784852876,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
81,81,6066,2019-10-01 00:00:00,13410775,0.0004523228523332,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
82,82,5323,2019-11-01 00:00:00,11874401,0.0004482752435259,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
83,83,5197,2019-12-01 00:00:00,12326861,0.0004215996270258,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
84,84,6097,2020-01-01 00:00:00,12745733,0.0004783561682956,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
85,85,7080,2020-02-01 00:00:00,12410666,0.0005704770396689,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
86,86,11082,2020-03-01 00:00:00,16081727,0.0006891050942476,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
87,87,12141,2020-04-01 00:00:00,16597948,0.0007314759631732,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
88,88,12041,2020-05-01 00:00:00,17346887,0.0006941303070689,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
89,89,11222,2020-06-01 00:00:00,17140704,0.0006546988968481,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
90,90,10565,2020-07-01 00:00:00,17242378,0.0006127345079663,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
91,91,9759,2020-08-01 00:00:00,17721748,0.0005506793122213,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
92,92,13751,2020-09-01 00:00:00,24340612,0.0005649406021508,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
93,93,18726,2020-10-01 00:00:00,27668313,0.0006768030996324,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
94,94,15957,2020-11-01 00:00:00,26083268,0.0006117715004116,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
95,95,13908,2020-12-01 00:00:00,25378123,0.0005480310738504,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
96,96,18551,2021-01-01 00:00:00,24791507,0.0007482804494297,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
97,97,15895,2021-02-01 00:00:00,25622587,0.0006203510988176,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
98,98,13019,2021-03-01 00:00:00,25414507,0.0005122664783542,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
99,99,7501,2021-04-01 00:00:00,21267809,0.0003526926539541,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
100,100,11822,2021-05-01 00:00:00,26967066,0.0004383865860676,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
101,101,10616,2021-06-01 00:00:00,28610235,0.0003710560224339,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
102,102,12687,2021-07-01 00:00:00,28394780,0.0004468074765854,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
103,103,10311,2021-08-01 00:00:00,21266591,0.0004848449852635,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
104,104,14432,2021-09-01 00:00:00,28896783,0.0004994327569266,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
105,105,9361,2021-10-01 00:00:00,14001608,0.0006685660675545,"(""fake news"" OR ""misinformation"" OR ""disinformation"") AND (""search engine"" OR Google OR Bing OR Yandex OR Yahoo OR Duckduckgo OR Youtube)",search_engines
